fiscal_yr,service_id,service_name_en,service_name_fr,service_description_en,service_description_fr,service_type,service_recipient_type,service_scope,client_target_groups,program_id,program_name_en,program_name_fr,client_feedback_channel,automated_decision_system,automated_decision_system_description_en,automated_decision_system_description_fr,service_fee,os_account_registration,os_authentication,os_application,os_decision,os_issuance,os_issue_resolution_feedback,os_comments_client_interaction_en,os_comments_client_interaction_fr,last_service_review,last_service_improvement,sin_usage,cra_bn_identifier_usage,num_phone_enquiries,num_applications_by_phone,num_website_visits,num_applications_online,num_applications_in_person,num_applications_by_mail,num_applications_by_email,num_applications_by_fax,num_applications_by_other,num_applications_total,special_remarks_en,special_remarks_fr,service_uri_en,service_uri_fr,owner_org,owner_org_title
2023-2024,SRV03057,Agricultural Clean Technology:Research and Innovation Stream,Programme des technologies propres en agriculture : Volet Recherche et innovation,"The Research and Innovation Stream will support pre-market innovation, including research, development, demonstration and commercialization activities, to develop transformative clean technologies and enable the expansion of current technologies, in 3 priority areas: Green energy and energy efficiency, precision agriculture, bioeconomy.","Le Volet Recherche et innovation soutiendra l’innovation précédant la mise en marché, notamment les activités de recherche, de développement, de démonstration et de commercialisation, afin de développer des technologies propres et transformatrices et de permettre l’expansion des technologies actuelles dans trois domaines prioritaires : Énergie verte et efficacité énergétique, Agriculture de précision, Bioéconomie","GNC,RES",CLIENT,EXTERN,ECONOM,BWO01,'Foundational Science and Research','Science et recherche fondamentales',"EML,ONL,POST,TEL",N,,,N,N,N,N,N,Y,Y,,,2022-2023,2022-2023,NA,Y,417,NA,NA,NA,NA,0,23,NA,NA,23,"Phone application are blank because the submission of a completed application form is required. 

Online applications is not applicable because AAFC does not offer an online channel for this service at this time. 

In-person applications is blank because AAFC does not offer an in-person channel for this service.

Fax applications is blank because AAFC does not offer a fax channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/programs/agricultural-clean-technology-research-innovation-stream,https://agriculture.canada.ca/fr/programmes/technologies-propres-agriculture-volet-recherche-innovation,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV02745,Agriculture Climate Solutions,Solutions Agricoles Pour le Climat,"A multi-stream program that will help to develop and implement farming practices to tackle climate change. Through agricultural practices, such as shelterbelts or cover crops, farmland can store carbon and reduce greenhouse gas emissions.","Aidera à mettre au point et à mettre en œuvre des practiques agrocoles pour lutter contre les changements climatiques. Grâce à des pratiques agricoles comme les plantations brise-vent ou les cultures de couverture, les terres agricoles peuvent stocker le carbone et réduire les émissions de gaz à effet de serre.","GNC,RES",CLIENT,EXTERN,NGO,BWO04,'Environment and Climate Change Programs',"""Programmes en matière d'environnement et de changements climatiques""","EML,ONL,POST,TEL",N,,,N,N,N,N,N,Y,Y,,,2022-2023,2023-2024,NA,Y,10,NA,NA,NA,NA,0,7,NA,NA,7,"Phone application are blank because the submission of a completed application form is required. 

Online applications is not applicable because AAFC does not offer an online channel for this service at this time. 

In-person applications is blank because AAFC does not offer an in-person channel for this service.

Fax applications is blank because AAFC does not offer a fax channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/agricultural-programs-and-services/agricultural-climate-solutions-program-living-labs-step-1-what-program-offers,https://agriculture.canada.ca/fr/programmes-services-agricoles/solutions-agricoles-climat-etape-1-ce-quoffre-ce-programme,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,161,AgriDiversity,Programme Agri-diversité,"Aims to help under-represented groups in Canadian agriculture, including youth, women, Indigenous Peoples, and persons with disabilities, to fully participate in the sector by helping these groups address the key issues and barriers they often face for sector participation.","vise à aider les groupes sous-représentés du secteur agricole canadien, tels que les jeunes, les femmes, les Autochtones et les personnes handicapées, à participer pleinement au secteur, en les aidant à surmonter les problèmes et les obstacles auxquels ils sont souvent confrontés.","GNC,RES",CLIENT,EXTERN,NGO,BWN02,'Sector Engagement and Development','Mobilisation et développement du secteur',"EML,ONL,POST,TEL",N,,,N,Y,Y,Y,Y,Y,Y,,,2022-2023,2023-2024,NA,Y,31,NA,NA,26,NA,0,0,NA,NA,26,"Phone application are blank because the submission of a completed application form is required. 

In-person applications is blank because AAFC does not offer an in-person channel for this service.

Fax applications is blank because AAFC does not offer a fax channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/agricultural-programs-and-services/agridiversity-program,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-diversite,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,139,AgriInnovate Program,Programme Agri-innover,"This program provides repayable contributions for projects that aim to accelerate the demonstration, commercialization and/or adoption of innovative products, technologies, processes or services that increase agri-sector competitiveness and sustainability.","Le Programme offre des contributions financières remboursables pour des projets qui visent à accélérer la démonstration, la commercialisation et l'adoption de produits, technologies, procédés ou services innovateurs afin d'accroître la compétitivité et la viabilité dans le secteur de l'agriculture.","GNC,RES",CLIENT,EXTERN,ECONOM,BWO03,'AgriInnovate','Agri-innover',"EML,ONL,POST,TEL",N,,,N,Y,Y,Y,Y,Y,Y,,,2022-2023,2023-2024,NA,Y,138,NA,NA,3,NA,0,NA,NA,NA,3,"Phone application are blank because the submission of a completed application form is required. 

Fax applications is blank because AAFC does not offer a fax channel for this service.

In-person applications is blank because AAFC does not offer an in-person channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/agricultural-programs-and-services/agriinnovate-program,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-innover,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,133,AgriInvest,Agri-investissement,"Provides matching contributions to producers who make annual deposits to an AgriInvest account, to help manage income declines or make investments to mitigate risks or improve market income.","Offre des contributions de contrepartie aux producteurs qui font des dépôts annuels dans un compte Agri-investissement, afin de gérer les baisses de revenus ou de faire des investissements dans le but d'atténuer les risques ou d'améliorer les revenus tirés du marché.","GNC,RES",CLIENT,EXTERN,ECONOM,BWP02,'AgriInvest','Agri-investissement',"EML,ONL,TEL",N,,,N,Y,Y,Y,Y,Y,Y,,,2022-2023,2022-2023,Y,Y,20003,NA,NA,69622,NA,7357,0,NA,24597,101576,"Phone application are blank because the submission of a completed application form is required.

In-person applications is blank because AAFC does not offer an in-person channel for this service.

Fax applications is blank because AAFC does not offer a fax channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/agricultural-programs-and-services/agriinvest,https://agriculture.canada.ca/fr/programmes-services-agricoles/agri-investissement,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,137,AgriMarketing Program: National Industry Association,Programme Agri-marketing : Volet Associations nationales de l'industrie,"Provides support to increase and diversify exports to international markets and seize domestic market opportunities through industry-led promotional activities that differentiate Canadian products and producers, and leverage Canada’s reputation for high quality and safe food.","Le programme finance des projets qui vise à accroître et à diversifier les exportations à l'étranger, et à saisir des débouchés sur le marché national par l'entremise d'activités promotionnelles dirigées par l'industrie qui distinguent les produits et producteurs canadiens et misent sur la réputation du Canada comme producteur d'aliments de grande qualité et sans danger pour la santé.","GNC,RES",CLIENT,EXTERN,ECONOM,BWN01,'Trade and Market Expansion','Croissance du commerce et des marchés',"EML,ONL,POST,TEL",N,,,N,Y,Y,Y,Y,Y,Y,,,2022-2023,2023-2024,NA,Y,35,NA,NA,45,NA,0,0,NA,NA,45,"Phone application are blank because the submission of a completed application form is required. 

Fax applications is blank because AAFC does not offer a fax channel for this service.

In-person applications is blank because AAFC does not offer an in-person channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/agricultural-programs-and-services/agrimarketing-program,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-marketing,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,140,AgriRisk: Administrative Capacity Stream,Initiatives Agri-risques: Volet de renforcement des capacités administratives,Provides funding for building the administrative capacity for the delivery of new risk management tools.,Offre du financement pour renforcer la capacité administrative requise pour la mise au point de nouveaux outils de gestion des risques.,"GNC,RES",CLIENT,EXTERN,NGO,BWP05,'AgriRisk','Agri-risques',"EML,ONL,POST,TEL",N,,,N,N,N,N,N,Y,Y,,,2022-2023,2022-2023,NA,Y,2,NA,NA,NA,NA,0,0,NA,NA,0,"Phone application are blank because the submission of a completed application form is required. 

Online applications is not applicable because AAFC does not offer an online channel for this service at this time. 

Fax applications is blank because AAFC does not offer a fax channel for this service.

In-person applications is blank because AAFC does not offer an in-person channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://www.canada.ca/en/agriculture-agri-food/news/2019/08/agririsk-initiatives-program-to-re-open-for-applications.html,https://www.canada.ca/fr/agriculture-agroalimentaire/nouvelles/2019/08/nouvelle-periode-dacceptation-des-demandes-au-titre-du-programme-des-initiatives-agri-risques.html,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,1980,AgriRisk: Microgrants,Initiatives Agri-risques: Microsubventions,Provides funding for academic research proposals that address issues relevant to business risk management in the Canadian agriculture sector.,Offre du financement pour des projets de recherche universitaire portant sur des questions liées aux objectifs de la politique de gestion des risques de l’entreprise dans le secteur agricole du Canada.,"GNC,RES",CLIENT,EXTERN,NGO,BWP05,'AgriRisk','Agri-risques',"EML,ONL,POST,TEL",N,,,N,N,N,N,N,Y,Y,,,2022-2023,2022-2023,NA,Y,0,NA,NA,NA,NA,0,0,NA,NA,0,"Phone application are blank because the submission of a completed application form is required. 

Online applications is not applicable because AAFC does not offer an online channel for this service at this time. 

In-person applications is blank because AAFC does not offer an in-person channel for this service.

Fax applications is blank because AAFC does not offer a fax channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://www.canada.ca/en/agriculture-agri-food/news/2019/08/agririsk-initiatives-program-to-re-open-for-applications.html,https://www.canada.ca/fr/agriculture-agroalimentaire/nouvelles/2019/08/nouvelle-periode-dacceptation-des-demandes-au-titre-du-programme-des-initiatives-agri-risques.html,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,1981,AgriRisk: Research and Development Contribution Funding Stream,Initiatives Agri-risques: Volet de financement par contribution de recherche et développement,Provides financial assistance for industry-led research and development of risk management tools.,Offre de l’aide financière pour la recherche et le développement d'outils de gestion des risques dirigés par l'industrie.,"GNC,RES",CLIENT,EXTERN,NGO,BWP05,'AgriRisk','Agri-risques',"EML,ONL,POST,TEL",N,,,N,N,N,N,N,Y,Y,,,2022-2023,2022-2023,NA,Y,0,NA,NA,NA,NA,0,0,NA,NA,0,"Phone application are blank because the submission of a completed application form is required. 

Online applications is not applicable because AAFC does not offer an online channel for this service at this time. 

In-person applications is blank because AAFC does not offer an in-person channel for this service.

Fax applications is blank because AAFC does not offer a fax channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://www.canada.ca/en/agriculture-agri-food/news/2019/08/agririsk-initiatives-program-to-re-open-for-applications.html,https://www.canada.ca/fr/agriculture-agroalimentaire/nouvelles/2019/08/nouvelle-periode-dacceptation-des-demandes-au-titre-du-programme-des-initiatives-agri-risques.html,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,138,AgriScience Program: Projects,Programme Agri-science - projets,Supports specific shorter-term research activities to help industry overcome challenges and address fiscal barriers experienced by small and emerging sectors. They also seek to mitigate high risk opportunities that have the potential to yield significant returns.,Soutient des activités de recherche spécifiques à court terme ayant pour but d'aider l'industrie à surmonter des défis et à résoudre les obstacles fiscaux rencontrés par les petits secteurs ainsi que les secteurs émergents. Les projets visent également à atténuer les opportunités comportant des risques élevés qui ont le potentiel de produire des rendements importants.,"GNC,RES",CLIENT,EXTERN,ECONOM,BWO02,'AgriScience','Agri-science',"EML,ONL,POST,TEL",N,,,N,N,N,N,N,Y,Y,,,2022-2023,2023-2024,NA,Y,49,NA,NA,NA,NA,0,33,NA,NA,33,"Phone application are blank because the submission of a completed application form is required. 

Online applications is not applicable because AAFC does not offer an online channel for this service at this time. 

Fax applications is blank because AAFC does not offer a fax channel for this service.

In-person applications is blank because AAFC does not offer an in-person channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/agricultural-programs-and-services/agriscience-program-projects,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-agri-science-projets,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,134,AgriStability,Agri-stabilité,Provides income support to producers who experience a large margin decline.,Offre un soutien du revenu aux producteurs qui subissent une baisse importante de leur marge.,"GNC,RES",CLIENT,EXTERN,ECONOM,BWP01,'AgriStability','Agri-stabilité',"ONL,POST,TEL",N,,,Y,Y,Y,Y,Y,Y,Y,,,2022-2023,2022-2023,Y,Y,3249,NA,NA,2554,NA,2020,0,NA,164,4738,"Phone application are blank because the submission of a completed application form is required. 

In-person applications is blank because AAFC does not offer an in-person channel for this service.

Fax applications is blank because AAFC does not offer a fax channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/agricultural-programs-and-services/agristability,https://agriculture.canada.ca/fr/programmes-services-agricoles/agri-stabilite,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,152,Canada Brand,Guichet unique pour l'accès aux marchés - Marque Canada,"Provides the Canadian food and agriculture industry with a competitive advantage, internationally and at home, through a set of tools to positively differentiate the sector.",Offre à l'industrie canadienne de l'alimentation et de l'agriculture un avantage concurrentiel au pays et à l'étranger grâce à différents outils permettant de différencier positivement le secteur.,RES,CLIENT,EXTERN,ECONOM,BWN01,'Trade and Market Expansion','Croissance du commerce et des marchés',"EML,ONL,POST,TEL",N,,,N,Y,Y,Y,Y,Y,Y,,,2020-2021,2021-2022,NA,N,0,NA,NA,163,NA,0,0,NA,NA,163,"Phone application are blank because the submission of a completed application form is required. 

Fax applications is blank because AAFC does not offer a fax channel for this service.

In-person applications is blank because AAFC does not offer an in-person channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://www.canada.ca/en/agriculture-agri-food/news/2023/02/government-of-canada-launches-canada-brand-refresh-for-agriculture-and-agri-food-products-in-international-markets.html,https://www.canada.ca/fr/agriculture-agroalimentaire/nouvelles/2023/02/le-gouvernement-du-canada-modernise-la-marque-canada-pour-les-produits-agricoles-et-agroalimentaires-sur-les-marches-internationaux.html,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,148,Canada Pavilion Program,Programme du pavillon du Canada,"Provides support to enable Canada's presence at international food, fish and seafood shows.","Offre de l'aide pour faciliter la présence du Canada dans les salons internationaux axés sur les aliments, le poisson et les fruits de mer.",RES,CLIENT,EXTERN,ECONOM,BWN01,'Trade and Market Expansion','Croissance du commerce et des marchés',"EML,ONL",N,,,N,Y,N,Y,Y,Y,Y,,,2019-2020,2020-2021,NA,Y,0,NA,NA,131,NA,0,0,NA,NA,131,"Phone application are blank because the submission of a completed application form is required. 

Online applications is not applicable because AAFC does not offer an online channel for this service at this time. 

In-person applications is blank because AAFC does not offer an in-person channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.",https://agriculture.canada.ca/en/international-trade/trade-show-service/canada-pavilion-program,https://agriculture.canada.ca/fr/commerce-international/service-lie-aux-salons-professionnels/programme-du-pavillon-du-canada,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,146,Canadian Agricultural Strategic Priorities Program,Programme canadien des priorités stratégiques de l’agriculture,"Provides support to the agriculture, agri-food, and agri-based products sector to seize opportunities, respond to new and/or emerging issues, and pathfind and/or pilot solutions to new and ongoing issues to adapt and remain competitive.","Aide le secteur de l'agriculture, de l'agroalimentaire et des produits agroindustriels à saisir les débouchés, à réagir aux enjeux nouveaux et émergents et à trouver et à tester des solutions aux problèmes nouveaux et courants afin de s'adapter et de demeurer concurrentiel.","GNC,RES",CLIENT,EXTERN,NGO,BWO05,'Canadian Agricultural Strategic Priorities Program',"""Programme canadien des priorités stratégiques de l'agriculture""","EML,ONL",N,,,N,Y,Y,Y,Y,Y,Y,,,2022-2023,2023-2024,NA,Y,16,NA,NA,4,NA,0,0,NA,NA,4,"Phone application are blank because the submission of a completed application form is required. 

Fax applications is blank because AAFC does not offer a fax channel for this service.

In-person applications is blank because AAFC does not offer an in-person channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/agricultural-programs-and-services/canadian-agricultural-strategic-priorities-program,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-canadien-priorites-strategiques-lagriculture,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,127,Canadian Soil Information Services (CanSIS),Système d’information sur les sols du Canada (SISCan),"CanSIS works in partnership with the provincial soil mapping groups to maintain and provide access to Canada’s detailed and high level soils data, and other related information.",SISCan collabore avec des groupes provinciaux de cartographie du sol pour maintenir et offrir l'accès aux données détaillées de haut niveau sur les sols du Canada et d'autres renseignements connexes.,INFO,CLIENT,EXTERN,ECONOM,BWO01,'Foundational Science and Research','Science et recherche fondamentales',"EML,ONL,POST,TEL",N,,,N,NA,NA,NA,NA,Y,Y,"The online services, Account Registration/Enrollment and Authentication/Online Application/Online Decision, are not applicable as this is an information service and clients are not required to identify themselves.","Les services en ligne, l’enregistrement/inscription du compte, l’authentification, le demande et décision, ne s’appliquent pas parce qu’il s’agit d’un service d’information et que les clients n’ont pas à s’identifier.",2020-2021,2020-2021,NA,NA,0,NA,171083,NA,NA,NA,55,NA,NA,55,The columns for number of applications were left blank because this is an online information service.,Les colonnes du nombre de demandes ont été laissées en blanc parce qu’il s’agit d’un service d’information en ligne.,https://sis.agr.gc.ca/cansis,https://sis.agr.gc.ca/siscan/,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,125,Domestic Statistics and Market Information Web,Statistiques canadiennes et site Web d'information sur les marchés,"Provides information on market structure and performance, forecasts, market reports, policy backgrounders, and analysis of various agriculture products","Offre des renseignements sur la structure et le rendement du marché, des prévisions, des rapports sur les marchés, des documents d'information sur les politiques et des analyses de différents produits agricoles",INFO,CLIENT,EXTERN,ECONOM,BWN02,'Sector Engagement and Development','Mobilisation et développement du secteur',"EML,ONL",N,,,N,NA,NA,NA,NA,Y,Y,"The online services, Account Registration/Enrollment and Authentication/Online Application/Online Decision, are not applicable as this is an information service and clients are not required to identify themselves.","Les services en ligne, l’enregistrement/inscription du compte, l’authentification, le demande et décision, ne s’appliquent pas parce qu’il s’agit d’un service d’information et que les clients n’ont pas à s’identifier.",2020-2021,2023-2024,NA,NA,NA,NA,313971,NA,NA,NA,1005,NA,NA,1005,The columns for number of applications were left blank because this is an online information service.,Les colonnes du nombre de demandes ont été laissées en blanc parce qu’il s’agit d’un service d’information en ligne.,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,130,Drought Watch,Guetter la sécheresse,"Provides users with current and historic weather and agroclimate conditions, to see how current conditions differ from normal, to see where and how weather and climate conditions and events are impacting the sector, and to learn about ways to mitigate and adapt to the impacts of weather and climate on agricultural operations.","Fournit aux utilisateurs les conditions météorologiques et climatiques courantes et historiques pour voir comment les conditions actuelles diffèrent de la normale, pour comprendre où et comment les conditions et les phénomènes météorologiques et climatiques influent sur le secteur, pour voir les produits de prévisions à court terme et pour se renseigner sur les façons d'atténuer les effets des conditions météorologiques et du climat sur les activités agricoles et s'y adapter.",INFO,CLIENT,EXTERN,ECONOM,BWO01,'Foundational Science and Research','Science et recherche fondamentales',"EML,ONL",N,,,N,NA,NA,NA,NA,Y,Y,"The online services, Account Registration/Enrollment and Authentication/Online Application/Online Decision, are not applicable as this is an information service and clients are not required to identify themselves.","Les services en ligne, l’enregistrement/inscription du compte, l’authentification, le demande et décision, ne s’appliquent pas parce qu’il s’agit d’un service d’information et que les clients n’ont pas à s’identifier.",2020-2021,2020-2021,NA,NA,520,NA,117382,NA,NA,NA,226,NA,NA,226,The columns for number of applications were left blank because this is an online information service.,Les colonnes du nombre de demandes ont été laissées en blanc parce qu’il s’agit d’un service d’information en ligne.,https://agriculture.canada.ca/en/agriculture-and-environment/drought-watch-and-agroclimate,https://agriculture.canada.ca/fr/agriculture-environnement/agroclimat-guetter-secheresse,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,135,Farm Debt Mediation Service,Service de médiation en matière d'endettement agricole,Provides financial counselling and mediation services to farmers in financial difficulty.,Offre des services de consultation financière et de médiation aux agriculteurs qui éprouvent des difficultés financières,LRP,CLIENT,EXTERN,ECONOM,BWP07,'Farm Debt Mediation Service',"""Service de médiation en matière d'endettement agricole""","ONL,PERSON,POST,TEL",N,,,N,N,N,N,N,N,Y,,,2021-2022,2022-2023,N,N,643,0,NA,NA,0,16,203,27,0,246,Online applications is not applicable because AAFC does not offer an online channel for this service at this time.,"La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment.",https://agriculture.canada.ca/en/agricultural-programs-and-services/farm-debt-mediation-service,https://agriculture.canada.ca/fr/programmes-services-agricoles/service-mediation-matiere-dendettement-agricole,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,2223,Food Waste Reduction Challenge,Défi de réduction du gaspillage alimentaire,"The Challenge is a $20 million investment to support new innovations and solutions which can help address the problem of food waste and loss across the supply chain, thereby reducing the associated economic, environmental, and social costs of food waste. Collectively, these solutions will help increase food availability, save consumers and businesses money, reduce GHG emissions and improve the efficiency of the food sector.","Défi de réduction du gaspillage alimentaire
Le Défi est un investissement de 20 millions de dollars visant à soutenir les innovations et les solutions nouvelles pouvant contribuer à combattre le problème de gaspillage et de pertes alimentaires tout au long de la chaîne d’approvisionnement et ainsi, à réduire les coûts économiques, environnementaux et sociaux liés au gaspillage alimentaire. Collectivement, ces solutions aideront à accroître la disponibilité des aliments, à faire économiser de l’argent aux consommateurs et aux entreprises, à réduire les émissions de gaz à effet de serre et à améliorer l’efficacité du secteur alimentaire.","GNC,RES",CLIENT,EXTERN,ECONOM,BWN09,'Food Policy Initiatives','Initiatives relatives à la politique alimentaire',"EML,OTH,TEL",N,,,N,N,N,Y,N,N,N,Explanation for 'other' for client feedback by channel: social media is also used.,"Explication de l'expression ""autres"" par les réactions des clients par réseaux : les médias sociaux sont également utilisés.",2020-2021,2022-2023,NA,N,0,NA,NA,12,NA,NA,NA,NA,NA,12,Applicants are required to complete an application and submit it online as online is the only channel offered for the program.,Les demandeurs doivent remplir une demande et la présenter en ligne : les services en ligne sont les seuls services offerts dans le cadre du programme.,https://impact.canada.ca/en/challenges/food-waste-reduction-challenge,https://impact.canada.ca/fr/defis/defi-reduction-du-gaspillage-alimentaire,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
